track__valence,track__tempo,track__speechiness,track__danceability,track__liveness,velocity,median_popularity,mean_popularity,std_popularity,trend,retrieval_frequency,current_popularity
0.338,115.94,0.033,0.53,0.133,0.0,89.0,89.25714285714285,0.4370588154508101,1,0,90
0.295,115.842,0.0427,0.645,0.074,0.0,83.0,82.91379310344827,0.7940399268737556,-1,0,82
0.655,119.992,0.042,0.727,0.225,0.0,90.5,90.23333333333333,0.8439325934114774,-1,0,89
0.314,140.515,0.275,0.477,0.065,-0.01098901098901099,92.0,91.68571428571428,0.5221619109284876,-1,0,90
0.128,161.877,0.0481,0.417,0.191,0.0,85.0,84.66666666666667,0.4714045207910317,-1,0,84
0.242,159.92,0.0337,0.561,0.104,0.0,91.0,90.55421686746988,0.5433721582544425,-1,0,89
0.738,114.902,0.0532,0.75,0.108,0.0,15.0,14.566666666666666,2.3335714164249515,-1,0,9
0.945,124.987,0.0643,0.893,0.0632,0.0,90.0,89.44444444444444,0.6516834799384524,-1,0,88
0.219,105.029,0.0603,0.472,0.14,0.0,88.0,87.94871794871794,0.771790612476534,-1,0,87
0.64,90.969,0.0282,0.646,0.212,0.0,86.0,85.70114942528735,1.062581356222489,-1,0,84
0.337,177.937,0.0368,0.411,0.11,0.0,88.0,87.56666666666666,0.4955356249106169,-1,0,86
0.912,159.982,0.0584,0.689,0.0707,0.0,91.0,90.8695652173913,0.7748406751285378,-1,0,90
0.281,192.004,0.0308,0.504,0.0961,0.0,87.0,87.30909090909091,0.7354090333147884,-1,0,86
0.214,101.061,0.0776,0.898,0.141,0.0,92.5,92.26666666666667,0.891939210683977,-1,0,90
0.37,126.089,0.0551,0.875,0.125,0.0,88.0,87.7,0.971253485622231,-1,0,86
0.531,130.047,0.126,0.802,0.101,0.0,79.0,77.6,2.0170700108254613,1,0,79
0.554,129.976,0.0309,0.681,0.232,0.0,89.0,88.93333333333334,0.7717224601860151,-1,0,87
0.787,128.027,0.0469,0.924,0.0678,-0.010526315789473684,96.0,95.52727272727273,0.534434125698148,-1,0,94
0.253,84.999,0.038,0.525,0.135,-0.011494252873563218,87.0,87.34545454545454,0.5123273746765589,-1,0,86
0.211,84.989,0.101,0.582,0.121,0.0,86.0,86.0,0.0,0,0,86
0.747,151.647,0.0447,0.599,0.0826,0.0,88.0,87.68275862068965,0.9875322659127586,-1,0,86
0.841,150.069,0.0411,0.669,0.0954,0.0,86.0,85.816091954023,0.8779382277668187,1,0,88
0.19,84.828,0.0442,0.264,0.151,0.0,91.0,90.83333333333333,0.5527707983925667,-1,0,90
0.32,126.031,0.0923,0.853,0.0972,0.0,87.0,87.05714285714286,0.5314592925068078,-1,0,86
0.297,94.926,0.0254,0.492,0.203,0.0,89.0,88.34246575342466,1.5808717733882356,-1,0,84
0.691,82.045,0.0635,0.786,0.121,0.0,87.0,86.5,0.6571287406727709,1,0,87
0.816,111.004,0.0321,0.749,0.113,0.0,87.0,87.35,0.5361902647381804,-1,0,86
0.801,117.896,0.0651,0.664,0.0966,0.0,89.0,88.67567567567568,0.4681218398834804,-1,0,88
0.382,81.053,0.0298,0.486,0.0912,0.0,86.0,86.0,0.0,0,0,86
0.889,127.003,0.0683,0.936,0.0582,0.0,86.0,85.54022988505747,1.0912883633487742,-1,0,84
0.262,180.098,0.161,0.464,0.363,0.0,91.0,91.45,1.0943034314119644,-1,0,89
0.209,81.036,0.207,0.892,0.0824,0.0,86.0,85.70093457943925,1.015901176949622,-1,0,84
0.838,116.034,0.032,0.66,0.193,0.0,93.5,93.5,0.5,-1,0,93
0.861,172.638,0.0479,0.61,0.0821,0.0,89.0,89.05952380952381,0.8776482438365025,-1,0,87
0.782,173.083,0.0291,0.473,0.19,0.0,85.0,84.88541666666667,0.31851843440459704,1,0,85
0.755,122.658,0.0662,0.813,0.0757,0.0,72.0,72.16129032258064,0.6766508697871946,-1,0,71
0.352,160.017,0.0341,0.645,0.0908,0.0,87.0,87.55405405405405,0.8564838852697741,-1,0,86
0.721,112.964,0.064,0.674,0.297,0.0,95.0,95.47311827956989,0.4992768501610279,-1,0,95
0.696,119.944,0.0367,0.851,0.0936,0.0,82.0,82.04054054054055,0.9786807058648599,-1,0,80
0.448,141.512,0.0339,0.606,0.106,0.0,83.0,83.08108108108108,0.6097575228474853,-1,0,82
0.403,98.217,0.0262,0.404,0.0938,0.0,79.0,79.48529411764706,0.49978369023430674,-1,0,79
0.736,209.942,0.563,0.64,0.113,0.0,73.0,72.80357142857143,0.8948192725976821,-1,0,71
0.203,140.06,0.368,0.891,0.133,0.0,79.0,79.17857142857143,0.5703114079525469,-1,0,78
0.58,133.921,0.0434,0.709,0.0585,0.0,68.0,67.61290322580645,0.4870860925981128,-1,0,67
0.46,126.078,0.102,0.871,0.113,0.0,81.0,81.16981132075472,0.7946958373076486,-1,0,80
0.669,99.986,0.0509,0.791,0.0899,0.0,91.0,90.875,0.9075575542552188,-1,0,89
0.627,100.104,0.0929,0.79,0.213,0.0,71.0,71.0,0.8032193289024988,-1,0,69
0.558,136.48,0.101,0.741,0.403,0.0,69.0,69.32142857142857,0.6841872878810006,-1,0,68
0.515,100.002,0.0711,0.931,0.134,0.0,79.0,78.92307692307692,1.3375180877687156,-1,0,77
0.465,94.997,0.0853,0.884,0.0651,-0.023255813953488372,48.0,47.774193548387096,3.0129792074414494,-1,0,41
0.244,172.09,0.0488,0.625,0.375,0.0,84.0,83.54761904761905,0.49772726096111597,-1,0,83
0.614,135.07,0.245,0.866,0.0297,-0.013513513513513514,75.0,75.39285714285714,1.1445300256401476,-1,0,73
0.311,148.144,0.159,0.594,0.339,0.0,62.0,61.67741935483871,2.7753186015790248,-1,0,55
0.252,112.789,0.189,0.614,0.263,0.0,74.0,73.3225806451613,0.9293458252185763,-1,0,71
0.194,146.003,0.175,0.62,0.269,0.0,81.0,81.0,0.7791937224739796,-1,0,80
0.886,140.113,0.204,0.882,0.119,0.0,85.0,85.25806451612904,0.9492863851330426,-1,0,83
0.402,127.967,0.0651,0.648,0.14,-0.045454545454545456,49.0,48.892857142857146,3.1885877495742054,-1,0,42
0.443,148.035,0.0345,0.527,0.403,0.0,87.0,87.03571428571429,0.7550848039952134,-1,0,86
0.527,145.031,0.274,0.811,0.127,0.0,74.0,73.93548387096774,0.8006241061929583,-1,0,72
0.253,158.105,0.0561,0.65,0.114,0.0,78.0,78.29032258064517,0.7701507346008596,-1,0,77
0.0743,121.964,0.0969,0.781,0.0981,0.0,74.0,74.25454545454545,0.6665564647208494,-1,0,73
0.619,171.829,0.0349,0.566,0.124,-0.02857142857142857,39.5,39.06666666666667,2.7680719322702263,-1,0,33
0.457,122.863,0.0563,0.707,0.138,0.0,76.0,76.0,0.0,0,0,76
0.739,114.935,0.0522,0.756,0.108,0.0,90.0,90.0,0.7745966692414834,-1,0,88
0.704,145.212,0.169,0.624,0.258,0.0,73.0,72.93333333333334,0.813770374382247,-1,0,71
0.497,136.005,0.0322,0.673,0.151,-0.014925373134328358,72.5,71.8,3.0375428666385376,-1,0,65
0.346,121.889,0.26,0.49,0.128,0.012987012987012988,77.5,77.5,0.5,1,1,78
0.31,119.996,0.0462,0.704,0.159,0.0,85.0,84.6896551724138,0.46263475396547366,-1,0,84
0.844,151.019,0.301,0.788,0.311,0.0,83.0,83.1829268292683,1.1167029954342818,-1,0,81
0.606,104.983,0.0568,0.943,0.0937,0.0,82.0,81.81,0.783517708797957,-1,0,81
0.732,99.968,0.174,0.868,0.0901,0.0,80.0,79.93,0.7246378405796927,-1,0,79
0.416,169.982,0.0946,0.628,0.219,0.0,79.0,79.34146341463415,0.6480648905164108,-1,0,78
0.422,141.904,0.0375,0.638,0.113,0.0,83.0,83.0925925925926,0.6460282793523114,-1,0,83
0.134,77.002,0.0298,0.583,0.121,-0.044444444444444446,50.0,49.96491228070175,3.037571238241672,-1,0,43
0.726,120.018,0.0331,0.783,0.347,0.0,26.0,25.597560975609756,1.2959576560528414,-1,0,23
0.136,76.908,0.454,0.522,0.0751,0.0,51.0,49.294117647058826,2.3330037664766987,1,0,51
0.706,139.057,0.201,0.918,0.0615,0.0,81.0,80.68085106382979,0.7177501188694893,-1,0,80
0.808,129.981,0.0995,0.631,0.0639,0.0,79.0,78.86206896551724,0.3448275862068965,1,0,79
0.417,116.049,0.0686,0.825,0.285,0.0,65.0,64.82758620689656,0.9123280382981347,-1,0,63
0.646,117.999,0.0668,0.707,0.0322,0.0,31.0,31.041666666666668,1.9680609464365906,-1,0,27
0.153,94.467,0.0322,0.515,0.25,0.0,78.0,77.65517241379311,0.47531202593414557,-1,0,77
0.248,120.048,0.0285,0.594,0.317,0.0,77.0,76.72413793103448,0.4469476343729559,-1,0,76
0.288,132.023,0.0254,0.574,0.128,0.0,33.0,33.074074074074076,0.261891400439462,-1,0,33
0.599,105.004,0.146,0.948,0.0504,0.0,69.0,69.44444444444444,0.4969039949999533,-1,0,69
0.368,116.931,0.0355,0.755,0.18,0.0,84.0,84.38666666666667,0.48698619647332464,-1,0,84
0.705,150.094,0.237,0.619,0.468,0.0,62.0,62.0,0.0,0,0,62
0.576,77.468,0.0666,0.572,0.339,0.0,35.0,31.0,9.260923597695477,1,0,38
0.382,164.976,0.136,0.592,0.104,0.0,27.0,27.0,0.0,0,0,27
0.0987,115.003,0.0538,0.571,0.121,0.0,21.0,20.615384615384617,0.6249260311258431,1,0,21
0.3,80.046,0.0247,0.557,0.262,0.0,40.0,39.82142857142857,0.38299304624155744,1,0,40
0.318,169.93,0.0357,0.467,0.12,0.0,58.0,58.06896551724138,0.639559896241083,-1,0,57
0.498,81.001,0.1,0.684,0.191,-0.011627906976744186,86.0,86.25925925925925,0.47862399938222533,-1,0,85
0.498,102.991,0.206,0.929,0.105,0.0,66.0,65.37931034482759,0.7150497018388869,-1,0,64
0.323,100.007,0.0485,0.654,0.148,-0.037037037037037035,29.0,28.551724137931036,1.275396000614271,-1,0,26
0.224,131.007,0.0707,0.719,0.318,0.0,77.0,77.42,0.4935585071701226,-1,0,77
0.304,128.04,0.0343,0.561,0.371,0.0,87.0,86.86111111111111,0.7323014625813371,-1,0,86
0.418,88.98,0.0391,0.644,0.161,0.0,87.0,86.57446808510639,0.4944234058988191,-1,0,86
0.434,116.028,0.0494,0.813,0.0985,0.0,66.0,66.17241379310344,0.6469538979066799,-1,0,65
0.69,168.955,0.0357,0.686,0.383,0.0,74.0,74.0,0.6871842709362768,-1,0,73
0.49,96.888,0.062,0.633,0.161,0.0,83.0,83.29268292682927,0.6341463414634146,-1,0,82
0.131,139.614,0.0625,0.418,0.216,0.0,69.0,69.44444444444444,0.49690399499995336,-1,0,69
0.44,99.998,0.0291,0.591,0.113,0.0,75.0,75.0,0.0,0,0,75
0.254,84.039,0.266,0.637,0.156,0.0,85.0,85.06896551724138,0.2533954906327425,-1,0,85
0.199,145.007,0.0529,0.587,0.146,0.0,26.0,25.620689655172413,0.48521542343001,-1,0,25
0.635,111.487,0.0756,0.398,0.443,0.0,82.0,81.74074074074075,0.43822813208145295,-1,0,81
0.646,94.127,0.0562,0.731,0.111,0.0,0.0,0.0,0.0,0,0,0
0.825,139.994,0.0475,0.704,0.0546,0.0,82.0,81.86206896551724,0.7756704744277235,-1,0,80
0.662,173.93,0.0557,0.52,0.311,0.0,30.0,30.364406779661017,1.1399171411850932,-1,0,28
0.824,107.007,0.0428,0.811,0.121,0.0,71.0,71.17241379310344,0.6982226459074685,-1,0,70
0.525,170.01,0.0638,0.565,0.447,-0.029850746268656716,72.0,71.75438596491227,3.163834569689828,-1,0,65
0.729,136.996,0.0446,0.733,0.122,0.0,73.0,73.48611111111111,0.4998070615401828,-1,0,73
0.793,92.9,0.0652,0.649,0.22,0.0,72.0,71.66666666666667,1.0540925533894598,-1,0,70
0.496,160.08,0.0775,0.567,0.111,0.0,8.0,7.655172413793103,1.7864598409639472,-1,0,4
0.249,120.968,0.0606,0.73,0.23,0.0,66.0,66.48611111111111,0.4998070615401828,-1,0,66
0.912,133.01,0.241,0.95,0.309,0.0,68.0,68.40277777777777,0.49045676619471046,-1,0,68
0.722,108.966,0.0656,0.836,0.335,0.0,69.5,69.33,0.8608716512930368,-1,0,66
0.719,101.058,0.0324,0.881,0.0901,0.0,71.0,71.36170212765957,1.0802980659392432,-1,0,70
0.268,169.914,0.0531,0.44,0.141,0.0,78.0,78.13888888888889,0.3458305443885759,-1,0,78
0.446,153.967,0.0501,0.544,0.169,0.0,4.0,3.9574468085106385,0.20184751022351358,1,0,4
0.635,166.084,0.275,0.811,0.0787,0.0,62.0,62.10344827586207,0.7586206896551725,-1,0,61
0.894,149.995,0.0615,0.736,0.0501,-0.013513513513513514,74.0,74.3103448275862,0.5319740903635003,-1,0,73
0.234,98.047,0.0516,0.801,0.0639,0.0,81.0,80.75862068965517,0.5666095422467236,-1,0,80
0.884,96.97,0.31,0.935,0.425,0.0,59.0,58.58620689655172,0.4925123054167483,-1,0,58
0.706,90.019,0.107,0.815,0.101,0.0,1.0,1.3103448275862069,0.46263475396547377,1,0,2
0.841,131.43,0.0404,0.768,0.15,0.0,20.0,19.76388888888889,0.42469124587279594,1,0,20
0.653,115.143,0.0599,0.389,0.501,0.0,0.0,0.0,0.0,0,0,0
0.684,116.033,0.0484,0.68,0.661,0.0,67.0,66.79310344827586,0.549564739672732,-1,0,66
0.457,100.012,0.158,0.874,0.126,0.0,65.0,64.44827586206897,0.6206896551724138,-1,0,63
0.415,121.932,0.0493,0.695,0.367,0.0,74.0,73.51851851851852,0.4996569467863719,-1,0,73
0.555,77.011,0.266,0.728,0.434,0.0,74.0,74.21052631578948,0.5845028508406205,-1,0,73
0.419,81.98,0.0432,0.592,0.103,-0.016666666666666666,60.0,60.310344827586206,0.5319740903635003,-1,0,59
0.338,72.498,0.0358,0.559,0.138,0.0,72.0,71.6896551724138,0.46263475396547366,-1,0,71
0.531,80.87,0.0944,0.761,0.0921,0.0,31.0,30.658536585365855,0.4742005389078922,1,0,31
0.704,112.56,0.0357,0.888,0.11,0.0,61.0,60.96551724137931,0.7648645866489253,-1,0,60
0.336,114.06,0.0382,0.583,0.14,0.0,76.0,75.55172413793103,0.4973174173053778,-1,0,74
0.88,97.953,0.078,0.783,0.241,0.0,59.0,59.06896551724138,0.6913771605435662,-1,0,58
0.232,179.773,0.0608,0.345,0.194,0.0,72.0,72.20689655172414,0.6090869562984721,-1,0,71
0.638,84.974,0.0769,0.742,0.25,0.0,68.0,68.48275862068965,0.49970264642032547,-1,0,67
0.44,87.724,0.205,0.494,0.0816,0.0,79.0,79.19148936170212,0.39347323423206243,-1,0,79
0.687,179.629,0.363,0.594,0.461,0.0,64.0,64.10344827586206,0.6614940032155475,-1,0,63
0.696,81.003,0.199,0.77,0.17,0.0,63.0,62.724137931034484,0.4469476343729558,-1,0,62
0.546,87.981,0.22,0.737,0.0486,0.0,77.0,76.44827586206897,0.6739593201962779,-1,0,75
0.478,169.928,0.0483,0.591,0.103,0.0,79.0,79.15853658536585,0.573170731707317,-1,0,78
0.55,95.016,0.0389,0.647,0.096,0.0,58.0,58.0,0.7427813527082074,-1,0,57
0.881,107.998,0.0854,0.824,0.117,0.012345679012345678,81.0,80.98148148148148,0.23497365815647261,1,1,82
0.591,126.026,0.0348,0.808,0.364,0.0,7.0,7.068965517241379,0.7848142535683477,-1,0,6
0.494,121.963,0.0444,0.671,0.304,0.0,78.0,77.87,0.5595533933415113,-1,0,77
0.441,153.96,0.0478,0.601,0.415,0.0,84.0,84.0,0.0,0,0,84
0.922,143.08,0.152,0.775,0.105,0.0,63.0,63.297872340425535,0.45732309064265286,-1,0,63
0.753,108.625,0.0299,0.568,0.0855,0.0,71.0,71.40277777777777,0.49045676619471046,-1,0,71
0.399,94.995,0.0299,0.773,0.0851,0.0,72.0,72.36111111111111,0.4803226796052939,-1,0,72
0.533,93.005,0.0411,0.727,0.161,0.0,76.0,75.6140350877193,0.4868223482635652,-1,0,75
0.742,110.968,0.0286,0.762,0.123,0.0,73.0,72.51851851851852,0.4996569467863719,-1,0,72
0.668,168.56,0.204,0.556,0.101,0.0,19.0,18.413793103448278,0.7200211385455553,-1,0,17
0.357,133.073,0.375,0.935,0.0824,0.0,76.0,75.58620689655173,0.49251230541674823,1,0,76
0.756,90.989,0.0369,0.7,0.272,0.0,9.0,8.275862068965518,1.4597248612770157,-1,0,6
0.779,110.962,0.159,0.787,0.0904,0.0,75.0,74.58620689655173,0.49251230541674823,-1,0,74
0.78,120.008,0.0603,0.948,0.26,0.0,37.0,37.241379310344826,0.6245093198715461,-1,0,36
0.543,83.995,0.353,0.709,0.133,0.0,78.0,78.13793103448276,0.7298624306385078,-1,0,77
0.348,144.026,0.135,0.726,0.696,-0.012658227848101266,79.0,79.27586206896552,0.518389530288721,-1,0,78
0.816,128.977,0.0537,0.863,0.123,0.0,65.0,65.48275862068965,0.49970264642032547,-1,0,65
0.535,124.749,0.23,0.711,0.156,0.0,60.0,60.310344827586206,0.46263475396547366,-1,0,59
0.471,140.04,0.079,0.799,0.111,0.0,7.0,7.103448275862069,0.7117161186396653,-1,0,6
0.313,89.643,0.117,0.316,0.205,0.0,74.0,74.06896551724138,0.6913771605435662,-1,0,73
0.713,141.05,0.368,0.913,0.0666,0.0,49.0,48.724137931034484,0.4469476343729558,-1,0,48
0.761,150.076,0.0803,0.767,0.269,0.0,71.0,71.17241379310344,0.6982226459074685,-1,0,70
0.642,116.971,0.0559,0.896,0.79,0.0,83.0,82.51724137931035,0.49970264642032547,-1,0,82
0.68,168.983,0.334,0.843,0.096,0.0,66.0,65.6896551724138,0.46263475396547366,-1,0,65
0.446,123.97,0.0475,0.68,0.224,0.0,75.0,75.0,0.7878385971583354,-1,0,73
0.774,121.876,0.133,0.834,0.372,0.0,62.0,61.6551724137931,0.4753120259341456,-1,0,61
0.716,94.009,0.0697,0.889,0.055,0.0,69.0,69.27586206896552,0.4469476343729559,-1,0,69
0.497,89.977,0.164,0.746,0.101,0.0,74.0,73.51724137931035,0.49970264642032547,-1,0,73
0.694,112.022,0.0578,0.878,0.0714,0.0,17.0,16.96551724137931,1.0980471260752178,1,0,19
0.347,125.971,0.2,0.823,0.193,0.0,74.0,73.72413793103448,0.4469476343729559,-1,0,73
0.452,138.026,0.189,0.819,0.0735,0.0,0.0,0.0,0.0,0,0,0
0.121,119.987,0.0487,0.699,0.285,0.0,76.0,76.13793103448276,0.6809799192459137,-1,0,75
0.951,127.656,0.17,0.965,0.0726,0.0,66.0,66.03448275862068,0.7183678157241261,-1,0,65
0.432,100.036,0.204,0.954,0.0754,0.0,62.0,62.172413793103445,0.6469538979066799,-1,0,61
0.469,94.066,0.241,0.914,0.107,0.0,68.0,68.13793103448276,0.6809799192459137,-1,0,67
0.641,112.997,0.039,0.744,0.231,0.0,78.0,78.3103448275862,0.46263475396547366,-1,0,78
0.459,120.038,0.062,0.88,0.436,0.0,0.0,0.0,0.0,0,0,0
0.33,112.05,0.0892,0.674,0.393,0.0,74.0,73.96551724137932,0.7648645866489253,-1,0,73
0.159,91.066,0.0538,0.399,0.11,0.0,3.0,2.9655172413793105,1.0333326940532206,-1,0,1
0.225,77.355,0.0365,0.311,0.0726,0.0,77.0,77.34482758620689,0.47531202593414557,-1,0,77
0.898,121.975,0.0495,0.77,0.353,0.0,77.0,77.17241379310344,0.377739694831149,-1,0,77
0.429,176.123,0.147,0.541,0.286,0.0,45.0,44.54385964912281,0.4980726163711716,-1,0,44
0.457,116.735,0.148,0.621,0.46,0.0,73.0,73.13793103448276,0.6283057640789171,-1,0,72
0.373,116.912,0.0385,0.688,0.0989,0.0,67.0,67.24137931034483,0.42791978089623645,-1,0,67
0.485,109.978,0.094,0.83,0.248,0.0,74.0,74.48275862068965,0.49970264642032547,-1,0,74
0.551,120.046,0.0384,0.705,0.289,0.0,67.0,66.58620689655173,0.49251230541674823,-1,0,66
0.575,125.989,0.222,0.707,0.202,0.0,75.0,75.13793103448276,0.7298624306385078,-1,0,74
0.309,139.864,0.225,0.802,0.196,0.0,75.0,75.48275862068965,0.49970264642032547,-1,0,75
0.677,123.941,0.0842,0.794,0.0952,0.0,72.0,71.62068965517241,0.48521542343001,-1,0,71
0.789,120.151,0.0276,0.828,0.128,0.0,85.0,85.34482758620689,0.47531202593414557,-1,0,85
0.27,102.078,0.0333,0.357,0.322,0.0,84.0,83.62962962962963,0.4829038818668629,-1,0,83
0.715,113.968,0.0486,0.738,0.692,0.0,2.0,2.0,0.0,0,0,2
0.405,106.044,0.18,0.879,0.0967,0.0,71.0,70.62068965517241,0.48521542343001,-1,0,70
0.318,76.986,0.174,0.883,0.063,0.0,60.0,59.55172413793103,0.4973174173053778,-1,0,59
0.672,101.003,0.0278,0.764,0.0943,0.0,78.0,77.91489361702128,0.4533462926098408,-1,0,77
0.156,136.029,0.0707,0.74,0.319,0.0,61.0,60.724137931034484,0.4469476343729558,-1,0,60
0.0927,79.859,0.0398,0.631,0.116,0.0,66.0,66.17241379310344,0.377739694831149,1,0,67
0.638,109.004,0.0645,0.901,0.238,0.0,78.0,78.3103448275862,0.46263475396547366,-1,0,78
0.837,151.947,0.164,0.81,0.0832,0.0,66.0,66.48275862068965,0.49970264642032547,-1,0,66
0.629,130.022,0.0622,0.728,0.0996,0.0,70.0,70.06896551724138,0.7395727789492144,-1,0,69
0.865,98.013,0.0642,0.738,0.23,0.0,62.0,62.48275862068966,0.4997026464203254,-1,0,62
0.522,115.023,0.375,0.974,0.279,0.0,39.0,38.62068965517241,0.48521542343001,-1,0,38
0.814,100.003,0.0391,0.743,0.133,0.0,58.0,58.13793103448276,0.6809799192459137,-1,0,57
0.236,127.085,0.0364,0.785,0.0887,0.0,2.0,2.0,0.0,0,0,2
0.868,114.328,0.0504,0.808,0.154,0.0,83.0,82.65517241379311,0.47531202593414557,-1,0,82
0.394,122.074,0.187,0.762,0.118,0.0,69.0,68.55172413793103,0.4973174173053778,1,0,69
0.269,179.798,0.368,0.48,0.0848,0.0,75.0,75.34482758620689,0.47531202593414557,-1,0,74
0.173,131.798,0.0555,0.487,0.1,0.0,72.0,71.6896551724138,0.46263475396547366,-1,0,71
0.398,124.053,0.0336,0.612,0.101,-0.01098901098901099,91.0,90.98148148148148,0.13481684980149108,-1,0,90
0.724,120.082,0.0493,0.686,0.0675,0.0,66.0,66.03448275862068,0.7648645866489253,-1,0,65
0.467,93.005,0.0299,0.662,0.134,0.0,4.0,3.8275862068965516,0.37773969483114894,1,0,4
0.585,95.818,0.105,0.749,0.0504,0.0,73.0,73.47368421052632,0.49930699897395464,-1,0,73
0.837,81.618,0.201,0.834,0.114,0.0,68.0,68.3103448275862,0.46263475396547366,-1,0,68
0.682,144.015,0.0878,0.737,0.0931,0.0,79.0,78.6896551724138,0.46263475396547366,-1,0,78
0.874,180.013,0.353,0.821,0.0377,0.0,59.0,59.48275862068966,0.4997026464203254,-1,0,58
0.884,117.948,0.0874,0.88,0.106,0.0,81.0,80.58620689655173,0.49251230541674823,-1,0,80
0.67,148.964,0.216,0.915,0.0733,0.0,50.0,49.689655172413794,0.46263475396547366,-1,0,49
0.277,127.931,0.205,0.926,0.117,0.0,49.0,48.689655172413794,0.46263475396547366,-1,0,48
0.495,129.972,0.0846,0.843,0.137,0.0,70.0,70.34482758620689,0.47531202593414557,-1,0,69
0.778,140.206,0.17,0.714,0.126,0.0,0.0,0.0,0.0,0,0,0
0.695,129.039,0.0719,0.866,0.0743,0.0,58.0,58.48275862068966,0.4997026464203254,-1,0,58
0.298,145.992,0.0627,0.842,0.124,0.0,68.0,67.55172413793103,0.4973174173053778,-1,0,66
0.335,71.972,0.157,0.716,0.22,0.0,79.0,79.43859649122807,0.49621528504319123,-1,0,79
0.899,99.996,0.0746,0.906,0.255,0.0,0.0,0.0,0.0,0,0,0
0.758,118.05,0.0668,0.829,0.122,0.0,68.0,67.41379310344827,0.6704214515594338,-1,0,66
0.503,124.968,0.0445,0.649,0.0824,0.0,0.0,0.0,0.0,0,0,0
0.697,144.901,0.11,0.611,0.12,0.0,53.0,53.48275862068966,0.4997026464203254,-1,0,53
0.713,129.047,0.0745,0.866,0.0689,0.0,0.0,0.0,0.0,0,0,0
0.507,135.998,0.127,0.907,0.101,0.0,72.0,71.62068965517241,0.48521542343001,-1,0,71
0.457,112.974,0.178,0.87,0.0902,0.0,64.0,63.724137931034484,0.4469476343729558,-1,0,63
0.512,117.932,0.326,0.727,0.07,0.0,4.0,4.0,0.0,0,0,4
0.226,179.974,0.287,0.745,0.0658,0.0,83.0,83.0,0.0,0,0,83
0.272,105.013,0.0393,0.507,0.0658,0.0,0.0,0.0,0.0,0,0,0
0.319,70.142,0.323,0.725,0.0884,0.0,0.0,0.0,0.0,0,0,0
0.566,76.02,0.0277,0.664,0.0857,0.0,4.0,3.9655172413793105,0.7648645866489253,-1,0,3
0.758,143.072,0.134,0.732,0.116,0.0,75.0,74.65517241379311,0.47531202593414557,-1,0,74
0.523,150.964,0.179,0.746,0.132,0.0,66.0,66.48275862068965,0.49970264642032547,-1,0,66
0.532,103.391,0.0466,0.413,0.323,0.0,58.0,58.275862068965516,0.4469476343729558,-1,0,57
0.473,110.134,0.237,0.776,0.112,0.0,77.0,77.10344827586206,0.30454347814923616,-1,0,77
0.571,127.435,0.0407,0.679,0.271,0.0,72.0,72.48275862068965,0.49970264642032547,-1,0,72
0.236,127.087,0.0364,0.784,0.0887,0.0,0.0,0.41379310344827586,0.4925123054167483,1,0,1
0.568,140.053,0.046,0.668,0.0293,0.0,88.0,88.0,1.0540925533894598,-1,0,86
