track__energy,track__valence,track__tempo,track__speechiness,track__danceability,track__liveness,velocity,median_popularity,mean_popularity,std_popularity,trend,retrieval_frequency,current_popularity
0.464,0.457,112.974,0.178,0.87,0.0902,0.0,63.0,63.0,0.0,0,0,63
0.729,0.512,117.932,0.326,0.727,0.07,0.0,4.0,4.0,0.0,0,0,4
0.642,0.226,179.974,0.287,0.745,0.0658,0.0,83.0,83.38461538461539,0.4865042554105199,0,0,84
0.729,0.272,105.013,0.0393,0.507,0.0658,0.0,0.0,0.0,0.0,0,0,0
0.321,0.319,70.142,0.323,0.725,0.0884,0.0,2.0,1.8846153846153846,1.1873345415717793,0,0,2
0.573,0.566,76.02,0.0277,0.664,0.0857,0.0,2.0,2.0384615384615383,0.1923076923076923,0,0,2
0.69,0.758,143.072,0.134,0.732,0.116,0.0,74.5,74.5,0.5,0,0,75
0.717,0.523,150.964,0.179,0.746,0.132,0.0,66.0,66.0,0.0,0,0,66
0.521,0.532,103.391,0.0466,0.413,0.323,0.0,57.0,57.0,0.0,0,0,57
0.503,0.473,110.134,0.237,0.776,0.112,0.0,77.0,77.11538461538461,0.31948553318915673,0,0,78
0.715,0.571,127.435,0.0407,0.679,0.271,0.0,71.0,71.0,0.0,0,0,71
0.43,0.236,127.087,0.0364,0.784,0.0887,0.0,0.0,0.0,0.0,0,0,0
0.628,0.568,140.053,0.046,0.668,0.0293,0.0,84.0,83.81818181818181,0.7158188976374374,0,0,83
0.66,0.126,127.931,0.0452,0.423,0.473,-0.058823529411764705,17.0,17.5,0.8393720596645177,-1,0,16
0.697,0.919,138.029,0.0439,0.852,0.0678,0.0,88.0,88.36363636363636,0.4810456929208346,0,0,88
0.856,0.268,160.122,0.361,0.51,0.0739,0.0,41.0,40.6875,0.982264602843857,1,0,41
0.689,0.331,127.892,0.0759,0.509,0.1,0.0,21.0,21.59090909090909,1.370437584698303,0,0,20
0.784,0.277,160.216,0.194,0.626,0.635,0.0,31.0,30.8125,0.9499177595981665,1,0,32
0.919,0.26,153.98,0.154,0.606,0.656,0.0,40.0,39.68181818181818,0.46577048936179993,0,0,39
0.589,0.143,99.95,0.0605,0.676,0.152,0.0,14.0,13.954545454545455,0.8778730870830894,0,0,13
0.619,0.111,156.021,0.0429,0.332,0.0765,0.0,34.0,34.13636363636363,0.5473452081269224,0,0,33
0.888,0.27,164.854,0.294,0.43,0.285,0.0,36.0,35.75,1.346291201783626,1,0,37
0.965,0.0677,75.016,0.155,0.737,0.202,0.02631578947368421,37.0,36.86363636363637,0.7565144080496926,1,1,39
0.702,0.103,127.904,0.0434,0.461,0.326,0.0,22.0,21.545454545454547,0.49792959773196926,0,0,22
0.725,0.626,128.985,0.0512,0.782,0.369,0.0,40.0,40.1,0.7,1,0,41
0.502,0.313,123.992,0.0478,0.704,0.526,0.0,39.0,39.0,0.0,0,0,39
0.769,0.25,89.98,0.059,0.532,0.156,-0.027777777777777776,36.0,35.9,0.3,-1,0,35
0.937,0.275,155.016,0.139,0.609,0.578,0.0,39.0,39.0,0.0,0,0,39
0.666,0.116,91.944,0.0395,0.434,0.182,0.0,19.0,18.625,0.7806247497997998,1,0,19
0.733,0.222,74.099,0.0347,0.364,0.13,0.0,32.5,32.5,1.224744871391589,1,0,34
0.53,0.291,129.995,0.0457,0.754,0.349,0.0,42.0,42.0,0.0,0,0,42
0.828,0.334,125.993,0.0432,0.705,0.338,0.0,17.0,16.818181818181817,1.1922615498730909,0,0,15
0.749,0.23,126.034,0.0456,0.677,0.242,0.0,42.0,42.0,0.0,0,0,42
0.698,0.167,130.01,0.103,0.833,0.567,0.0,19.0,19.0,0.0,0,0,19
0.681,0.289,128.058,0.0357,0.532,0.0912,0.0,30.5,30.5,0.5,1,0,31
0.516,0.333,149.835,0.0807,0.511,0.207,0.0,30.0,30.1,0.7,1,0,31
0.931,0.198,128.011,0.0601,0.779,0.0676,0.0,16.0,15.5625,0.49607837082461076,1,0,16
0.841,0.487,126.038,0.0812,0.775,0.12,0.0,14.0,13.772727272727273,0.7938295089351354,0,0,13
0.769,0.078,128.12,0.0925,0.71,0.136,0.0,19.0,18.0,1.8027756377319946,1,0,19
0.754,0.265,75.05,0.0573,0.422,0.0834,-0.045454545454545456,24.0,23.681818181818183,1.4580922665768583,-1,0,21
0.839,0.125,124.041,0.0473,0.567,0.455,0.0,18.0,17.818181818181817,1.526623238522424,0,0,15
0.662,0.191,126.011,0.0583,0.818,0.303,-0.05,23.0,22.40909090909091,1.922571452959691,-1,0,19
0.871,0.37,174.009,0.146,0.515,0.12,0.0,35.0,35.0,0.0,0,0,35
0.901,0.214,124.997,0.0607,0.787,0.1,0.0,40.0,40.0,0.0,0,0,40
0.859,0.253,127.979,0.0872,0.556,0.108,0.0,15.0,15.0,0.0,0,0,15
0.716,0.604,137.752,0.0456,0.463,0.224,0.0,23.0,23.0,0.0,0,0,23
0.635,0.686,150.08,0.0851,0.712,0.0726,0.0,38.0,37.81818181818182,1.8249872636258844,0,0,34
0.756,0.444,128.01,0.0407,0.545,0.409,0.0,16.0,15.954545454545455,0.8244707794189571,0,0,15
0.595,0.501,123.998,0.254,0.462,0.0921,0.0,13.0,13.272727272727273,0.4453617714151233,0,0,13
0.825,0.359,180.175,0.148,0.605,0.526,0.09090909090909091,11.0,11.545454545454545,0.655554777357089,1,1,12
0.603,0.449,123.658,0.0643,0.546,0.234,0.0,13.0,13.318181818181818,0.46577048936179993,0,0,13
0.91,0.131,125.962,0.0482,0.704,0.347,0.0,19.0,19.40909090909091,0.5767535245658872,0,0,19
0.592,0.152,128.396,0.0484,0.456,0.432,0.0,15.0,15.0,1.2060453783110545,0,0,13
0.673,0.233,128.074,0.0541,0.561,0.376,0.0,13.0,13.5,0.7229988054812212,0,0,13
0.638,0.269,109.995,0.185,0.784,0.22,0.0,17.0,17.0,0.0,0,0,17
0.62,0.934,117.038,0.0412,0.741,0.0398,-0.017241379310344827,62.0,62.27272727272727,2.831347545890443,-1,0,57
0.694,0.396,126.026,0.0477,0.499,0.486,0.0,18.0,18.545454545454547,0.9403709484353273,0,0,17
0.769,0.0804,123.963,0.0511,0.556,0.794,0.0,14.0,14.454545454545455,0.655554777357089,0,0,14
0.814,0.0893,174.111,0.207,0.611,0.192,0.0,31.0,31.0,0.0,0,0,31
0.825,0.0688,122.978,0.0711,0.609,0.173,0.0,19.0,19.0,0.0,0,0,19
0.868,0.188,128.047,0.106,0.488,0.316,0.07692307692307693,14.0,13.863636363636363,0.7565144080496926,1,1,14
0.833,0.092,128.035,0.102,0.679,0.242,0.0,16.0,15.954545454545455,1.2239010925305691,0,0,14
0.41,0.188,114.978,0.0718,0.74,0.217,0.0,17.0,17.0,0.0,0,0,17
0.759,0.33,127.938,0.0573,0.466,0.636,0.0,24.0,24.5,0.6571287406727709,0,0,24
0.723,0.176,140.047,0.0435,0.225,0.2,-0.05263157894736842,21.0,21.0,1.6787441193290353,-1,0,18
0.888,0.697,123.999,0.0393,0.744,0.108,0.0,25.0,25.545454545454547,0.7820295697311479,0,0,25
0.78,0.134,124.049,0.0501,0.711,0.0636,0.0,12.0,11.818181818181818,0.6492207662311681,0,0,11
0.775,0.787,118.998,0.0548,0.787,0.113,0.0,73.0,72.83333333333333,0.3726779962499649,0,0,73
0.612,0.481,80.979,0.0394,0.411,0.103,0.0,15.0,14.590909090909092,0.4916660830178166,0,0,15
0.722,0.519,117.187,0.0755,0.673,0.137,0.0,84.0,83.95833333333333,0.19982631347136331,0,0,84
0.754,0.869,134.912,0.286,0.773,0.311,0.0,9.0,9.363636363636363,0.4810456929208346,0,0,9
0.901,0.121,123.992,0.0431,0.678,0.299,0.0,18.0,18.545454545454547,0.655554777357089,0,0,18
0.965,0.506,126.045,0.102,0.765,0.343,0.0,11.0,11.090909090909092,0.5961307749365454,0,0,10
0.78,0.211,128.017,0.0565,0.469,0.25,0.0,13.0,13.090909090909092,0.2874797872880345,0,0,13
0.762,0.269,127.889,0.0457,0.527,0.139,0.0,12.0,12.136363636363637,0.34317429251230674,0,0,12
0.584,0.218,127.929,0.0559,0.432,0.46,0.0,12.0,12.090909090909092,0.2874797872880345,0,0,12
0.894,0.4,127.964,0.0486,0.785,0.279,0.0,15.0,15.454545454545455,0.49792959773196926,0,0,15
0.793,0.038,126.007,0.0466,0.637,0.141,0.0,14.0,14.0,0.0,0,0,14
0.774,0.57,126.712,0.0534,0.61,0.0768,0.0,29.0,29.0,0.0,0,0,29
0.87,0.232,125.067,0.0544,0.619,0.122,0.0,14.0,14.090909090909092,0.2874797872880345,0,0,14
0.721,0.0384,121.993,0.0615,0.757,0.356,0.0,17.0,16.772727272727273,0.5162643950727521,0,0,16
0.615,0.208,127.969,0.0447,0.527,0.263,0.0,12.0,12.045454545454545,0.20829889522526543,0,0,12
0.524,0.339,104.953,0.0331,0.717,0.0932,0.012048192771084338,78.0,78.5,2.692582403567252,1,1,84
0.664,0.555,140.038,0.102,0.798,0.135,0.0,67.0,67.36363636363636,0.4810456929208346,0,0,67
0.807,0.511,126.004,0.0713,0.831,0.0756,0.0,11.0,10.681818181818182,0.46577048936179993,0,0,11
0.857,0.147,127.982,0.0554,0.485,0.224,0.0,12.0,12.227272727272727,0.4190702026042222,0,0,12
0.951,0.182,128.003,0.0349,0.552,0.371,0.0,24.0,23.863636363636363,0.7565144080496926,0,0,23
0.625,0.423,120.038,0.0468,0.672,0.0934,0.0,66.0,66.13636363636364,0.45681252823276774,0,0,67
0.769,0.396,126.016,0.0406,0.689,0.109,0.0,11.0,11.090909090909092,0.2874797872880345,0,0,11
0.76,0.398,140.233,0.358,0.636,0.182,0.0,14.0,14.272727272727273,0.4453617714151233,0,0,14
0.849,0.228,125.944,0.0531,0.715,0.283,0.0,11.0,10.818181818181818,0.385694607919935,0,0,11
0.567,0.526,75.965,0.465,0.574,0.258,0.0,78.0,78.0,0.0,0,0,78
0.801,0.224,125.118,0.109,0.441,0.524,0.0,12.0,12.454545454545455,0.655554777357089,0,0,12
0.651,0.549,128.223,0.12,0.597,0.0792,0.0,16.0,16.0,0.0,0,0,16
0.435,0.227,144.978,0.202,0.93,0.117,0.0,71.0,70.70833333333333,0.45452967144315476,0,0,71
0.665,0.45,128.147,0.0407,0.505,0.116,0.0,13.0,13.181818181818182,0.385694607919935,0,0,13
0.665,0.543,155.017,0.0478,0.526,0.161,0.0,15.0,15.0,0.0,0,0,15
0.766,0.774,146.911,0.0343,0.515,0.455,0.0,65.0,64.81818181818181,0.38569460791993493,0,0,65
0.842,0.248,114.942,0.231,0.599,0.17,0.0,11.0,11.0,0.0,0,0,11
0.674,0.848,99.022,0.184,0.854,0.509,0.0,82.0,82.31818181818181,0.4657704893617999,0,0,82
0.788,0.271,127.944,0.0477,0.414,0.192,0.0,12.0,12.227272727272727,0.4190702026042222,0,0,12
0.685,0.207,139.473,0.319,0.605,0.386,0.0,21.0,20.681818181818183,1.2572106078126666,0,0,19
0.938,0.127,125.036,0.0453,0.56,0.0995,0.0,11.0,11.454545454545455,0.5821022034029864,0,0,11
0.841,0.904,124.986,0.0432,0.788,0.0772,0.0,80.0,80.45454545454545,0.49792959773196926,0,0,81
0.509,0.765,100.007,0.257,0.9,0.0937,0.0,65.0,65.07692307692308,0.2664693550105965,0,0,65
0.699,0.325,128.043,0.0333,0.471,0.452,0.0,12.0,11.863636363636363,0.34317429251230674,0,0,12
0.756,0.177,129.934,0.111,0.677,0.336,0.0,13.0,13.0,0.0,0,0,13
0.667,0.158,142.905,0.0577,0.422,0.3,0.0,16.0,16.0,0.0,0,0,16
0.84,0.542,127.969,0.0448,0.662,0.191,0.0,15.0,15.0,0.0,0,0,15
0.566,0.183,109.985,0.0307,0.662,0.0644,0.0,13.0,13.0,0.0,0,0,13
0.794,0.386,127.957,0.0406,0.611,0.0785,0.0,14.0,13.590909090909092,0.4916660830178166,0,0,13
0.652,0.272,128.082,0.0468,0.488,0.108,0.0,13.0,13.318181818181818,0.46577048936179993,0,0,13
0.5,0.603,105.01,0.0362,0.847,0.104,0.0,71.0,71.04545454545455,0.8244707794189571,0,0,70
0.931,0.204,149.948,0.234,0.536,0.0253,0.0,14.0,14.0,0.0,0,0,14
0.592,0.379,134.968,0.0383,0.401,0.195,0.0,68.0,68.31818181818181,0.4657704893617999,0,0,69
0.924,0.748,124.971,0.0646,0.807,0.324,0.09090909090909091,12.0,11.590909090909092,0.4916660830178166,1,1,12
0.694,0.587,189.998,0.257,0.686,0.109,0.0,62.0,62.22727272727273,0.4190702026042222,0,0,63
0.971,0.737,139.904,0.0735,0.692,0.0995,0.0,29.0,29.0,0.0,0,0,29
0.96,0.586,130.118,0.0492,0.863,0.0853,0.0,71.0,71.0,0.0,0,0,71
0.505,0.337,163.255,0.117,0.489,0.104,0.0,81.0,81.0909090909091,0.7329325225725953,0,0,82
0.356,0.569,83.679,0.075,0.708,0.112,0.0,76.0,76.0,0.0,0,0,76
0.886,0.519,128.007,0.185,0.63,0.391,0.0,13.0,13.0,0.0,0,0,13
0.375,0.564,171.94,0.33,0.541,0.102,0.0,61.0,61.0,0.0,0,0,61
0.506,0.208,95.14,0.586,0.723,0.548,0.0,33.0,33.0,0.0,0,0,33
0.622,0.22,130.001,0.0903,0.847,0.285,0.0,82.0,82.33333333333333,0.47140452079103173,0,0,82
0.799,0.183,126.004,0.0407,0.669,0.133,0.0,10.0,10.454545454545455,0.49792959773196926,0,0,10
0.852,0.766,140.024,0.208,0.679,0.237,0.0,57.0,57.40909090909091,0.4916660830178168,0,0,58
0.557,0.451,133.958,0.0533,0.842,0.0712,0.0,63.0,63.0,0.0,0,0,63
0.702,0.564,169.994,0.157,0.552,0.105,0.0,89.0,89.0,0.0,0,0,89
0.43,0.324,130.09,0.0335,0.508,0.093,0.0,82.0,81.54545454545455,0.49792959773196915,0,0,81
0.856,0.285,150.024,0.105,0.56,0.104,0.0,22.0,22.0,0.0,0,0,22
0.469,0.5,97.65,0.0985,0.768,0.112,0.0,62.0,62.31818181818182,0.4657704893617998,0,0,62
0.656,0.418,116.068,0.0704,0.824,0.253,0.0,66.0,66.0,0.0,0,0,66
0.753,0.573,145.625,0.0463,0.644,0.105,0.0,41.0,41.13636363636363,0.3431742925123068,0,0,42
0.749,0.473,124.035,0.143,0.671,0.483,0.0,11.0,11.227272727272727,0.4190702026042222,0,0,11
0.976,0.487,126.02,0.127,0.766,0.0643,0.0,4.0,4.0,0.0,0,0,4
0.803,0.795,130.028,0.0507,0.877,0.087,0.0,77.0,77.0,0.0,0,0,77
0.45,0.263,132.039,0.0259,0.575,0.124,0.0,83.0,83.13636363636364,0.3431742925123068,0,0,84
0.758,0.757,171.925,0.0921,0.74,0.0967,0.0,71.0,70.83333333333333,0.3726779962499649,0,0,71
0.58,0.753,144.072,0.247,0.77,0.233,0.0,71.0,70.95833333333333,0.19982631347136331,0,0,71
0.742,0.25,96.107,0.114,0.538,0.0934,0.0,77.0,76.95454545454545,0.20829889522526548,0,0,77
0.505,0.388,160.053,0.193,0.705,0.164,0.0,80.0,80.0,0.0,0,0,80
0.897,0.355,129.975,0.0386,0.686,0.153,0.0,75.0,74.81818181818181,0.38569460791993493,0,0,75
0.827,0.275,124.089,0.274,0.644,0.225,0.0,12.0,12.090909090909092,0.2874797872880345,0,0,12
0.485,0.517,66.961,0.0582,0.568,0.323,0.0,76.0,76.4090909090909,0.4916660830178168,0,0,76
0.508,0.227,101.358,0.0288,0.539,0.174,0.0,76.0,76.0,0.0,0,0,76
0.74,0.183,118.008,0.0807,0.766,0.229,0.0,77.0,77.36363636363636,0.4810456929208346,0,0,77
0.75,0.587,114.061,0.0455,0.772,0.074,0.0,81.0,81.0909090909091,0.2874797872880344,0,0,81
0.66,0.283,173.979,0.0877,0.527,0.156,0.0,60.0,59.95454545454545,0.20829889522526548,0,0,60
0.803,0.657,92.134,0.213,0.557,0.737,0.0,72.0,72.0,0.0,0,0,72
0.813,0.0448,126.022,0.0486,0.733,0.242,0.0,14.0,14.181818181818182,0.8331955809010617,0,0,13
0.573,0.972,140.04,0.288,0.911,0.403,0.0,77.0,76.92307692307692,0.26646935501059654,0,0,77
0.806,0.802,106.999,0.0381,0.801,0.114,0.0,79.0,78.83333333333333,0.3726779962499649,0,0,79
0.772,0.58,102.004,0.0792,0.723,0.367,0.0,61.0,61.13636363636363,0.34317429251230674,0,0,61
0.737,0.156,112.923,0.0335,0.323,0.163,0.0,81.0,81.0,0.0,0,0,81
0.714,0.842,131.443,0.0401,0.768,0.15,0.0,10.0,10.545454545454545,0.655554777357089,0,0,11
0.543,0.113,119.951,0.0478,0.691,0.279,0.0,11.0,11.363636363636363,0.4810456929208346,0,0,11
0.941,0.36,128.106,0.0698,0.626,0.385,0.0,11.0,11.0,0.0,0,0,11
0.572,0.307,120.003,0.0453,0.814,0.0861,0.0,12.0,12.0,0.0,0,0,12
0.549,0.471,124.966,0.114,0.876,0.11,0.0,12.0,11.608695652173912,0.48804226784007937,0,0,11
0.434,0.281,150.062,0.431,0.833,0.165,0.0,81.0,80.9090909090909,0.2874797872880344,0,0,81
0.782,0.755,135.063,0.0496,0.779,0.146,0.0,9.0,8.727272727272727,1.9112541856026035,0,0,5
0.657,0.746,96.936,0.0377,0.71,0.0932,0.0,43.0,43.31818181818182,0.46577048936179993,0,0,44
0.84,0.238,139.963,0.0594,0.428,0.106,0.0,10.0,10.181818181818182,0.385694607919935,0,0,10
0.764,0.578,89.998,0.0987,0.801,0.247,0.0,63.0,63.09090909090909,0.2874797872880344,0,0,63
0.829,0.246,106.62,0.128,0.651,0.401,0.0,55.0,55.0,0.0,0,0,55
0.866,0.194,127.985,0.0503,0.747,0.0633,0.0,11.0,11.318181818181818,0.46577048936179993,0,0,11
0.767,0.835,141.769,0.323,0.816,0.228,0.0,58.0,58.31818181818182,0.46577048936179993,0,0,59
0.709,0.222,101.673,0.0312,0.33,0.0896,0.0,65.0,65.0,0.0,0,0,65
0.871,0.811,116.946,0.139,0.871,0.0543,0.0,78.0,78.28846153846153,0.453046884207298,0,0,79
0.648,0.387,144.036,0.35,0.744,0.109,0.0,0.0,0.0,0.0,0,0,0
0.473,0.577,186.283,0.034,0.287,0.383,0.0,56.0,56.45454545454545,0.49792959773196926,0,0,57
0.422,0.455,144.678,0.0621,0.718,0.17,0.0,71.0,71.0,0.0,0,0,71
0.996,0.137,128.011,0.084,0.592,0.459,0.0,10.0,11.136363636363637,1.6038435240343045,0,0,14
0.699,0.666,104.838,0.132,0.878,0.755,0.0,0.0,0.0,0.0,0,0,0
0.723,0.643,126.998,0.0466,0.924,0.113,0.0,65.0,64.81818181818181,0.38569460791993493,0,0,65
0.927,0.493,127.999,0.091,0.628,0.148,0.0,0.0,0.0,0.0,0,0,0
0.779,0.26,173.799,0.0779,0.468,0.101,0.0,79.0,79.18181818181819,0.3856946079199351,0,0,80
0.788,0.228,169.907,0.214,0.504,0.363,0.0,69.0,69.0,0.0,0,0,69
0.806,0.637,124.927,0.0886,0.854,0.0703,0.0,75.0,75.13636363636364,0.3431742925123068,0,0,76
0.693,0.412,90.027,0.0377,0.491,0.325,0.0,81.0,81.45454545454545,0.4979295977319692,0,0,82
0.581,0.196,100.032,0.0584,0.432,0.48,0.0,11.0,10.909090909090908,0.51425947722658,0,0,12
0.226,0.366,90.031,0.185,0.623,0.323,0.0,34.0,34.0,0.0,0,0,34
0.825,0.915,102.977,0.0601,0.702,0.0674,0.0,78.0,78.54545454545455,0.655554777357089,0,0,80
0.795,0.796,89.99,0.0976,0.646,0.267,0.0,80.0,80.36363636363636,0.4810456929208346,0,0,80
0.593,0.72,119.958,0.0776,0.79,0.065,0.013333333333333334,75.0,75.04545454545455,0.20829889522526546,1,1,76
0.59,0.0784,145.867,0.032,0.498,0.107,0.0,81.0,81.0,0.0,0,0,81
0.41,0.74,119.971,0.112,0.979,0.205,0.0,0.0,0.0,0.0,0,0,0
0.696,0.464,90.03,0.119,0.677,0.42,0.0,78.0,78.0,0.0,0,0,78
0.695,0.472,149.996,0.0913,0.778,0.151,0.0,0.0,0.0,0.0,0,0,0
0.73,0.162,116.875,0.0381,0.552,0.0837,0.0,86.0,85.71428571428571,0.45175395145262565,0,0,85
0.514,0.363,114.997,0.0471,0.754,0.0808,0.0,86.0,85.56666666666666,0.4955356249106169,0,0,85
0.872,0.806,184.115,0.0336,0.466,0.121,0.0,90.0,89.86206896551724,0.5067909812654852,0,0,89
0.756,0.794,160.01,0.256,0.826,0.0915,0.0,86.0,85.75757575757575,0.779677595773855,-1,0,85
0.471,0.219,105.029,0.0603,0.472,0.14,0.0,89.0,88.81818181818181,0.38569460791993493,0,0,89
0.408,0.346,102.029,0.0601,0.777,0.105,0.0,44.0,44.31818181818182,0.6997638326518477,0,0,46
0.886,0.3,160.035,0.04,0.47,0.154,0.0,24.0,24.0,1.4142135623730951,0,0,22
0.734,0.285,128.112,0.053,0.556,0.0881,-0.05263157894736842,21.0,20.727272727272727,1.5719651332536893,-1,0,18
0.962,0.478,138.019,0.0311,0.628,0.0817,0.0,48.0,48.24,0.4270831300812525,0,0,49
0.763,0.576,120.03,0.0447,0.614,0.107,0.0,53.0,53.0,0.0,0,0,53
0.422,0.261,123.013,0.0458,0.522,0.127,0.0,47.0,47.4,0.48989794855663565,0,0,47
0.817,0.179,174.962,0.424,0.456,0.135,0.0,46.0,46.36,0.48000000000000004,0,0,46
0.699,0.915,114.481,0.0776,0.85,0.32,0.0,78.0,78.12,0.3249615361854384,0,0,78
0.771,0.655,154.72,0.056,0.524,0.13,0.0,42.0,41.84,0.5425863986500215,0,0,41
0.671,0.738,114.902,0.0532,0.75,0.108,0.0,8.0,8.4,1.6492422502470643,0,0,6
0.627,0.346,164.869,0.0272,0.689,0.0499,0.0,50.0,50.08,0.2712931993250107,0,0,50
0.468,0.0677,119.98,0.0324,0.796,0.118,0.0,70.0,70.4,0.4898979485566356,0,0,70
0.855,0.276,155.892,0.31,0.64,0.0815,0.0,46.0,45.6,0.48989794855663565,0,0,45
0.956,0.0753,151.0,0.0742,0.703,0.263,0.0,43.0,42.68,0.5455272678794343,0,0,42
0.711,0.375,110.012,0.078,0.727,0.158,0.0,75.0,75.0,0.0,0,0,75
0.839,0.642,169.96,0.224,0.654,0.279,0.0,34.0,34.4,0.48989794855663565,0,0,34
0.62,0.796,120.042,0.0472,0.857,0.0934,0.0,59.0,59.32,0.466476151587624,0,0,59
0.546,0.623,107.021,0.0357,0.651,0.0842,0.0,63.0,63.0,0.0,0,0,63
0.896,0.215,147.991,0.0644,0.663,0.303,0.0,44.0,44.36,0.48000000000000004,0,0,44
0.868,0.72,124.994,0.0431,0.708,0.122,0.0,59.0,59.32,0.466476151587624,0,0,59
0.716,0.627,100.104,0.0929,0.79,0.213,0.0,73.0,73.4,0.4898979485566356,0,0,73
0.811,0.556,122.007,0.0397,0.722,0.0356,0.0,38.0,38.4,0.48989794855663565,0,0,38
0.673,0.138,77.002,0.0298,0.584,0.121,0.0,81.0,80.92,0.2712931993250107,0,0,81
0.955,0.378,143.027,0.0449,0.627,0.146,0.0,43.0,43.0,0.0,0,0,43
0.574,0.592,153.938,0.322,0.635,0.126,0.0,78.0,78.5,1.6583123951777,0,0,76
0.588,0.237,120.035,0.0405,0.726,0.141,0.0,43.0,43.0,0.0,0,0,43
0.339,0.457,97.989,0.0278,0.705,0.12,0.0,64.0,64.25925925925925,3.0803149501380367,0,0,59
0.823,0.458,124.964,0.0547,0.692,0.134,0.0,79.0,78.6470588235294,0.6809315825170721,-1,0,78
0.699,0.823,75.161,0.12,0.747,0.147,0.0,44.0,44.0,0.0,0,0,44
0.269,0.304,91.608,0.0297,0.354,0.0872,0.0,74.0,74.44,0.4963869458396343,0,0,75
0.839,0.55,150.061,0.0727,0.749,0.142,0.0,42.0,42.24,0.4270831300812525,0,0,42
0.406,0.755,122.658,0.0662,0.813,0.0757,0.0,52.0,51.56,0.4963869458396343,0,0,52
0.051,0.102,102.711,0.0373,0.438,0.113,0.0,76.0,76.0,0.0,0,0,76
0.9,0.458,75.008,0.1,0.635,0.092,0.0,40.0,40.32,0.466476151587624,0,0,40
0.806,0.505,185.999,0.0625,0.642,0.0734,0.0,43.0,43.48,0.49959983987187184,0,0,44
0.512,0.435,96.02,0.066,0.803,0.0928,0.0,78.0,78.4,0.4898979485566356,0,0,78
0.214,0.292,98.105,0.0335,0.411,0.111,0.0,40.0,39.6,0.48989794855663565,0,0,40
0.821,0.353,140.082,0.149,0.669,0.728,0.0,37.0,37.4,0.48989794855663565,0,0,37
0.16,0.133,136.01,0.0315,0.557,0.0996,0.013513513513513514,74.0,74.125,0.33071891388307384,1,1,75
0.909,0.576,160.347,0.0825,0.49,0.216,0.0,41.0,41.16,0.36660605559646725,0,0,41
0.908,0.227,149.975,0.0992,0.656,0.112,0.0,45.0,45.0,0.0,0,0,45
0.727,0.418,125.023,0.0441,0.66,0.524,0.0,75.0,74.96,0.19595917942265423,0,0,75
0.308,0.121,113.95,0.0321,0.504,0.158,0.0,88.0,87.96,0.19595917942265423,0,0,88
0.906,0.62,155.018,0.0592,0.652,0.162,0.0,41.0,40.72,0.448998886412873,0,0,40
0.8,0.629,100.011,0.0399,0.706,0.0822,0.0,85.0,85.12,0.3249615361854384,0,0,85
0.539,0.253,158.105,0.0561,0.65,0.114,0.0,68.0,68.4,0.4898979485566356,0,0,68
0.769,0.518,94.961,0.067,0.716,0.0908,0.0,43.0,43.4,0.48989794855663565,0,0,43
0.417,0.479,67.528,0.0256,0.464,0.0974,0.0,90.0,90.0,0.0,0,0,90
0.915,0.218,149.843,0.146,0.573,0.289,0.0,39.0,39.4,0.48989794855663565,0,0,39
0.642,0.488,123.128,0.0403,0.533,0.238,0.0,78.0,77.84,0.36660605559646725,0,0,78
0.677,0.195,106.414,0.0665,0.551,0.381,0.0,76.0,76.0,0.0,0,0,76
0.723,0.624,91.97,0.0547,0.762,0.0729,0.0,39.0,39.04,0.19595917942265426,0,0,39
0.554,0.259,150.11,0.03,0.365,0.125,0.0,81.0,81.0,0.0,0,0,81
0.805,0.151,119.997,0.0506,0.63,0.0988,0.0,39.0,38.76,0.4270831300812525,0,0,38
0.67,0.84,109.001,0.079,0.9,0.0629,0.0,73.0,72.84,0.36660605559646725,0,0,73
0.88,0.808,129.994,0.0999,0.631,0.0639,0.0,12.0,12.08,2.171082679217906,0,0,9
0.789,0.773,75.07,0.239,0.672,0.15,0.0,41.0,41.4,0.48989794855663565,0,0,42
0.679,0.544,127.002,0.0315,0.773,0.297,0.0,72.0,72.28,0.448998886412873,0,0,72
0.661,0.485,80.801,0.0723,0.696,0.109,0.0,40.0,40.44,0.4963869458396343,0,0,41
0.578,0.627,136.966,0.0582,0.822,0.11,0.0,26.0,25.52,0.8997777503361594,0,0,24
0.727,0.904,115.042,0.107,0.765,0.0927,0.0,30.0,30.28,0.448998886412873,0,0,30
0.409,0.363,98.357,0.0533,0.436,0.38,0.0,67.0,67.12,0.3249615361854384,0,0,68
0.863,0.445,97.065,0.0466,0.521,0.593,-0.06666666666666667,19.0,18.76,2.8323841547360766,-1,0,14
0.651,0.652,123.975,0.0714,0.734,0.493,0.0,41.0,41.2,0.7483314773547883,0,0,42
0.841,0.402,125.991,0.0567,0.728,0.106,0.0,26.0,26.0,0.0,0,0,26
0.399,0.633,117.979,0.151,0.943,0.107,0.0,30.0,30.2,0.39999999999999997,0,0,30
0.537,0.199,140.133,0.0817,0.636,0.113,0.0,70.0,69.72,0.448998886412873,0,0,70
0.674,0.392,123.026,0.097,0.75,0.122,0.0,75.0,75.32,0.46647615158762407,0,0,75
0.79,0.32,123.745,0.0991,0.617,0.0686,0.0,42.0,42.44,0.4963869458396343,0,0,43
0.643,0.472,103.842,0.0252,0.633,0.78,0.0,78.0,77.64,0.48000000000000004,0,0,78
